,0,1
102,3.0862591,6.392521
103,2.067542,5.3334165
104,2.6958973,9.84429
105,0.7699412,4.230175
106,2.5132446,8.297837
107,2.0449922,5.7591076
108,2.8500361,7.305086
109,3.575365,6.096525
110,2.0969782,8.341403
111,4.018572,7.9038777
112,2.5156786,5.130267
113,2.503348,5.9939895
114,2.8559396,3.5156684
115,0.9996364,4.6247425
116,2.8809228,4.70478
117,1.3279048,7.3323426
118,1.6728444,5.6316013
119,3.8177454,8.790699
120,3.9266639,3.750293
121,2.9428926,6.9162807
122,0.8201452,4.3969245
123,3.281224,7.867716
124,3.6603663,5.1494956
125,1.3117574,5.443688
126,4.1089973,7.016138
127,2.1890714,3.989313
128,3.9951859,8.6736765
129,2.905886,5.88823
130,2.86613,6.3662024
131,0.5414423,5.1763678
132,2.1481783,3.306581
133,3.4730237,8.620057
134,2.7494032,9.972737
135,3.8609457,6.2434826
136,4.0212793,5.8244243
137,1.6572098,4.9401197
138,3.0658214,5.448654
139,3.3990338,4.9295816
140,0.9745065,6.9565024
141,2.9955857,5.927628
142,1.5122283,5.2273655
143,2.9586997,9.055492
144,3.7505345,8.876538
145,3.2920842,8.87775
146,2.6627028,9.286817
147,3.2914975,3.4777348
148,1.542017,7.8298616
149,2.0912263,8.909263
150,2.266466,8.069702
151,2.3602638,3.619565
152,3.0849717,3.1435196
153,3.7141914,6.2745137
154,0.50851786,5.260362
155,3.4143236,5.1935725
156,2.6684277,5.6001196
157,3.179073,3.9300666
158,1.155198,5.140265
159,3.8509276,6.6824136
160,0.60781264,3.9218533
161,4.2379975,5.687918
162,0.3871017,4.3977656
163,1.6218238,3.4303138
164,3.61559,7.987842
165,2.5961387,7.732368
166,0.83334273,5.4718027
167,1.5807179,4.1838093
168,1.1093107,3.2431767
169,1.200705,8.44533
170,3.5152998,6.2451777
171,3.7211647,9.443728
172,3.1975465,8.413419
173,3.6478033,4.8468285
174,3.0895798,7.9191427
175,3.5259025,8.204279
176,3.7874966,4.8603854
177,3.9402015,5.395078
178,0.8270848,5.5448594
179,2.2493985,6.233691
180,2.5976946,8.433686
181,4.21774,6.654748
182,3.2067058,3.8975747
183,3.2480376,4.0522127
184,3.7948194,5.2728786
185,1.9600285,3.9709034
186,2.646644,5.337779
187,2.943172,6.1197925
188,4.1790304,8.505563
189,3.1540852,5.508373
190,4.341643,8.616383
191,4.103998,7.992855
192,2.9931731,7.624639
193,4.033063,5.7789288
194,3.2837129,5.82747
195,4.1462345,8.123064
196,2.6049612,4.078418
197,2.4927366,9.236966
198,2.9092917,5.8575954
199,1.1241783,3.8716435
200,2.404725,8.868361
201,2.102091,4.441108
202,1.5683014,4.1446514
203,2.8240464,3.2478962
204,0.56856036,3.770259
205,3.0549004,5.10901
206,2.4420238,8.817989
207,0.8828066,4.0345845
208,1.3128281,6.2572427
209,3.478504,9.191435
210,1.9840293,4.407786
211,2.8103082,7.586934
212,3.8860228,8.096357
213,3.7647421,7.5924034
214,1.8399956,8.822837
215,3.5212674,9.089744
216,2.9552248,9.585127
217,4.076806,8.457172
218,3.171627,8.499584
219,3.793379,5.2652173
220,2.3135006,4.3710227
221,3.4604895,5.784927
222,3.4723568,7.188802
223,0.63383347,5.3522763
224,1.9761168,5.385601
225,0.65609956,5.3449497
226,2.943132,10.029989
227,3.777048,7.796057
228,0.92286813,5.450707
229,2.06774,9.141773
230,3.953732,5.4146867
231,3.3381407,7.032408
232,2.0167804,6.41574
233,1.2625273,4.819862
234,1.9356363,6.8587537
235,2.5076885,8.5676775
236,3.500895,7.4046946
237,1.6432204,6.6595297
238,0.85145956,6.4085054
239,2.0980422,4.40332
240,1.5439246,4.2227125
241,4.060133,8.485673
242,2.7086887,3.3886833
243,2.9256468,7.079007
244,1.678826,7.90721
245,1.3799361,3.653767
246,3.1537163,8.6559305
247,3.7250376,8.742045
248,3.3651512,9.66589
249,4.2306533,6.2857246
250,4.043243,8.791353
251,3.1070323,7.565821
252,0.7604307,5.383014
253,1.751401,8.740063
254,3.0785308,8.559362
255,2.3850095,6.9250154
256,2.5213485,3.5936792
257,1.9096377,5.493955
258,1.8841329,8.688199
259,3.9637194,8.924543
260,3.6724248,5.84873
261,4.317519,5.9430904
262,3.7113416,7.8006625
263,2.8199277,7.5844035
264,1.775568,4.7270536
265,2.127527,5.1218653
266,2.2913933,5.640462
267,2.1475863,6.346095
268,3.1889572,7.150545
269,3.1797168,8.290109
270,2.7869542,5.7056346
271,0.5745839,4.8601303
272,1.8472558,4.6469607
273,2.5633354,8.327788
274,0.46736014,4.798533
275,1.3577073,8.798233
276,2.9578438,3.1966133
277,3.4628463,7.6312995
278,3.3665426,9.730179
279,3.1227143,7.7580056
280,2.3656743,6.1870894
281,1.9533044,8.239627
282,3.7379255,6.223597
283,3.6252532,9.411407
284,2.0379562,8.557339
285,1.307772,6.2942467
286,3.84374,3.584311
